Ville,Température
city,temp
Saint-Méen-le-Grand,6.5
city,temp
Saint-Méen-le-Grand,6.46
city,temp
Saint-Médard-sur-Ille,7.2
city,temp
Saint-Médard-sur-Ille,7.05
city,temp
Saint-Médard-de-Mussidan,10.63
city,temp
Saint-Médard-de-Mussidan,10.6
city,temp
Saint-Maxire,1.87
city,temp
Saint-Maxire,1.91
city,temp
Saint-Maximin,5.51
city,temp
Saint-Maximin,5.5
city,temp
Saint-Max,1.72
city,temp
Saint-Maurice-sur-Moselle,-0.44
city,temp
Saint-Maurice-sur-Moselle,-0.11
city,temp
Saint-Maurice-sur-Fessard,3.97
city,temp
Saint-Maurice-sur-Fessard,3.96
city,temp
Chabanière,-0.25
city,temp
Saint-Maurice-sur-Dargoire,-0.26
city,temp
Saint-Maurice-Montcouronne,5.04
city,temp
Saint-Maurice-Montcouronne,5.08
city,temp
Saint-Maurice-la-Souterraine,10.26
city,temp
Saint-Maurice-la-Souterraine,10.24
city,temp
Saint-Maurice-en-Gourgois,-1.57
city,temp
Saint-Maurice-en-Gourgois,-1.56
city,temp
Saint-Maurice-de-Gourdans,0.67
city,temp
Saint-Maurice-de-Gourdans,0.63
city,temp
Saint-Maurice-de-Beynost,0.34
city,temp
Saint-Maurice-de-Beynost,0.7
city,temp
Saint-Maurice,5.62
city,temp
Saint-Maurice,5.46
city,temp
Saint-Maur,2.06
city,temp
Saint-Maur,2.08
city,temp
Loire-Authion,5.45
city,temp
Saint-Mathurin-sur-Loire,5.76
city,temp
Saint-Mathurin,4.27
city,temp
Saint-Mathurin,4.26
city,temp
Saint-Mathieu-de-Tréviers,10.48
city,temp
Saint-Mathieu-de-Tréviers,10.68
city,temp
Saint-Mathieu,8.36
city,temp
Saint-Mathieu,8.28
city,temp
Saint-Martin-Vésubie,6.39
city,temp
Saint-Martin-Vésubie,7.2
city,temp
Saint-Martin-sur-Oust,7.22
city,temp
Saint-Martin-sur-Oust,7.22
city,temp
Saint-Martin-sur-Ocre,3.97
city,temp
Saint-Martin-sur-Ocre,4.05
city,temp
Mouzeuil-Saint-Martin,2.01
city,temp
Saint-Martin-sous-Mouzeuil,2.05
city,temp
Saint-Martin-Osmonville,6.15
city,temp
Saint-Martin-Osmonville,6.18
city,temp
Saint-Martin-Longueau,5.61
city,temp
Saint-Martin-Longueau,5.65
city,temp
Saint-Martin-le-Vinoux,5.26
city,temp
Saint-Martin-le-Vinoux,4.87
city,temp
Saint-Martin-le-Beau,5.15
city,temp
Saint-Martin-le-Beau,5.11
city,temp
Saint-Martin-la-Plaine,0.03
city,temp
Saint-Martin-la-Plaine,0.03
city,temp
Saint-Martin-Lalande,11.99
city,temp
Saint-Martin-Lalande,11.99
city,temp
Saint-Martin-Lacaussade,10.73
city,temp
Saint-Martin-Lacaussade,10.69
city,temp
Saint-Martin-en-Haut,-1.84
city,temp
Saint-Martin-en-Haut,-1.93
city,temp
Petit-Caux,6.14
city,temp
Saint-Martin-en-Campagne,6.19
city,temp
Saint-Martin-en-Bresse,2.47
city,temp
Saint-Martin-en-Bresse,2.51
city,temp
Saint-Martin-du-Vivier,6.76
city,temp
Saint-Martin-du-Vivier,6.76
city,temp
Saint-Martin-du-Var,12.4
city,temp
Saint-Martin-du-Var,13.07
city,temp
Saint-Martin-du-Tertre,4.99
city,temp
Saint-Martin-du-Tertre,4.7
city,temp
Saint-Martin-du-Tertre,3.65
city,temp
Saint-Martin-du-Tertre,4.04
city,temp
Saint-Martin-du-Mont,-0.07
city,temp
Saint-Martin-du-Mont,-0.17
city,temp
Saint-Martin-du-Manoir,6.69
city,temp
Saint-Martin-du-Manoir,6.67
city,temp
Saint-Martin-du-Frêne,0.64
city,temp
Saint-Martin-du-Frêne,0.55
city,temp
Saint-Martin-du-Fouilloux,5.28
city,temp
Saint-Martin-du-Fouilloux,5.28
city,temp
Saint-Martin-de-Valgalgues,8.24
city,temp
Saint-Martin-de-Valgalgues,8.43
city,temp
Saint-Martin-de-Valamas,0.31
city,temp
Saint-Martin-de-Valamas,0.37
city,temp
Saint-Martin-des-Noyers,3.93
city,temp
Saint-Martin-des-Noyers,3.98
city,temp
Saint-Martin-des-Champs,7
city,temp
Saint-Martin-des-Champs,7
city,temp
Saint-Martin-des-Champs,6.61
city,temp
Saint-Martin-des-Champs,6.61
city,temp
Saint-Martin-des-Besaces,6.15
city,temp
Saint-Martin-des-Besaces,6.15
city,temp
Saint-Martin-de-Ré,2.03
city,temp
Saint-Martin-de-Ré,2.06
city,temp
Saint-Martin-de-Queyrières,6.37
city,temp
Saint-Martin-de-Queyrières,6.17
city,temp
Saint-Martin-de-Nigelles,5.27
city,temp
Saint-Martin-de-Nigelles,5.28
city,temp
Saint-Martin-de-Londres,10.07
city,temp
Saint-Martin-de-Londres,10
city,temp
Saint-Martin-de-la-Place,5.53
city,temp
Saint-Martin-de-la-Place,5.51
city,temp
Saint-Martin-de-Crau,10.64
city,temp
Saint-Martin-de-Crau,10.59
city,temp
Saint-Martin-de-Boscherville,7.17
city,temp
Saint-Martin-de-Boscherville,7.28
city,temp
Les Belleville,-1.95
city,temp
Saint-Martin-de-Belleville,-1.86
city,temp
Saint-Martin-Boulogne,6.34
city,temp
Saint-Martin-Boulogne,6.44
city,temp
Saint-Martin-Bellevue,0.08
city,temp
Saint-Martin-Bellevue,0.84
city,temp
Saint-Martin-Belle-Roche,1.67
city,temp
Saint-Martin-Belle-Roche,1.67
city,temp
Saint-Martin-lez-Tatinghem,6.38
city,temp
Saint-Martin-au-Laërt,6.39
city,temp
Vallons-de-l'Erdre,5.39
city,temp
Saint-Mars-la-Jaille,5.49
city,temp
Saint-Mars-la-Brière,9.9
city,temp
Saint-Mars-la-Brière,9.9
city,temp
Saint-Mars-du-Désert,5.22
city,temp
Saint-Mars-du-Désert,5.21
city,temp
Saint-Mars-de-Coutais,5.76
city,temp
Saint-Mars-de-Coutais,5.73
city,temp
Saint-Mard,5.21
city,temp
Saint-Mard,5.2
city,temp
Saint-Marc-le-Blanc,7.09
city,temp
Saint-Marc-le-Blanc,7.12
city,temp
Saint-Marc-Jaumegarde,9.46
city,temp
Saint-Marc-Jaumegarde,9.58
city,temp
Saint-Marcellin-en-Forez,0.96
city,temp
Saint-Marcellin-en-Forez,0.97
city,temp
Saint-Marcellin,2.95
city,temp
Saint-Marcellin,3.02
city,temp
Saint-Marcel-lès-Valence,3.03
city,temp
Saint-Marcel-lès-Valence,3.02
city,temp
Saint-Marcel-lès-Sauzet,5.16
city,temp
Saint-Marcel-lès-Sauzet,5.17
city,temp
Saint-Marcel-lès-Annonay,0.18
city,temp
Saint-Marcel-lès-Annonay,0.49
city,temp
Saint-Marcel,6.37
city,temp
Saint-Marcel,6.37
city,temp
Saint-Marcel,2.06
city,temp
Saint-Marcel,2.12
city,temp
Saint-Marcel-sur-Aude,12.32
city,temp
Saint-Marcel-sur-Aude,12.29
city,temp
Saint-Manvieu-Norrey,6.94
city,temp
Saint-Manvieu,6.94
city,temp
Saint-Mandrier-sur-Mer,13.45
city,temp
Saint-Mandrier-sur-Mer,13.34
city,temp
Saint-Mammès,4.68
city,temp
Saint-Mammès,4.69
city,temp
Saint-Mamert-du-Gard,10.18
city,temp
Saint-Mamert-du-Gard,10.18
city,temp
Saint-Malô-du-Bois,3.4
city,temp
Saint-Malô-du-Bois,3.4
city,temp
Saint-Malo-de-Guersac,7.07
city,temp
Saint-Malo-de-Guersac,7.03
city,temp
Saint-Maixant,10.55
city,temp
Saint-Maixant,10.55
city,temp
Sèvremoine,4.63
city,temp
Saint-Macaire-en-Mauges,4.66
city,temp
Saint-Lys,12.27
city,temp
Saint-Lys,12.15
city,temp
Saint-Lyphard,7.13
city,temp
Saint-Lyphard,7.09
city,temp
Saint-Lyé,3.17
city,temp
Saint-Lyé,3.17
city,temp
Coteaux du Lizon,0.09
city,temp
Saint-Lupicin,0.46
city,temp
Saint-Lunaire,6.85
city,temp
Saint-Lunaire,6.87
city,temp
Saint-Lumine-de-Coutais,5.16
city,temp
Saint-Lumine-de-Coutais,5.58
city,temp
Saint-Lumine-de-Clisson,5.06
city,temp
Saint-Lumine-de-Clisson,5.06
city,temp
Saint-Lubin-des-Joncherets,5.71
city,temp
Saint-Lubin-des-Joncherets,5.71
city,temp
Saint-Loup-sur-Semouse,1.17
city,temp
Saint-Loup-sur-Semouse,1.14
city,temp
Saint-Loup-Cammas,13.31
city,temp
Saint-Loup-Cammas,13.22
city,temp
Saint-Lizier,11.25
city,temp
Saint-Lizier,11.18
city,temp
Saint-Léonard,6.59
city,temp
Saint-Léonard,6.88
city,temp
Saint-Léonard,-0.43
city,temp
Saint-Léonard,-0.46
city,temp
Saint-Léger-sur-Roanne,0.94
city,temp
Saint-Léger-sur-Roanne,0.68
city,temp
Saint-Léger-sur-Dheune,2.38
city,temp
Saint-Léger-sur-Dheune,2.26
city,temp
Saint-Léger-sous-Cholet,4.51
city,temp
Saint-Léger-sous-Cholet,4.48
city,temp
Saint-Léger-les-Vignes,5.77
city,temp
Saint-Léger-les-Vignes,5.66
city,temp
Saint-Léger-lès-Domart,5.75
city,temp
Saint-Léger-lès-Domart,5.9
city,temp
Saint-Léger-en-Yvelines,4.94
city,temp
Saint-Léger-en-Yvelines,5.02
city,temp
Saint-Léger-du-Bourg-Denis,7.05
city,temp
Saint-Léger-du-Bourg-Denis,7.01
city,temp
Saint-Léger-des-Vignes,5.52
city,temp
Saint-Léger-des-Vignes,5.42
city,temp
Saint-Léger-de-Linières,5.39
city,temp
Saint-Léger-des-Bois,5.34
city,temp
Saint-Léger-de-Montbrun,3.75
city,temp
Saint-Léger-de-Montbrun,3.75
city,temp
Saint-Laurent-sur-Sèvre,3.83
city,temp
Saint-Laurent-sur-Sèvre,3.81
city,temp
Saint-Laurent-sur-Saône,1.99
city,temp
Saint-Laurent-sur-Saône,1.99
city,temp
Saint-Laurent-sur-Gorre,9.91
city,temp
Saint-Laurent-sur-Gorre,10.06
city,temp
Saint-Laurent-en-Royans,5.02
city,temp
Saint-Laurent-en-Royans,4.53
city,temp
Saint-Laurent-du-Pont,2.54
city,temp
Saint-Laurent-du-Pont,3.02
city,temp
Saint-Laurent-du-Pape,2.13
city,temp
Saint-Laurent-du-Pape,3.25
city,temp
Saint-Laurent-Nouan,4.59
city,temp
Saint-Laurent-Nouan,4.66
city,temp
Saint-Laurent-des-Autels,4.91
city,temp
Saint-Laurent-des-Autels,4.91
city,temp
Saint-Laurent-des-Arbres,7.63
city,temp
St Laurent des Arbres,7.67
city,temp
Saint-Laurent-de-Mure,0.36
city,temp
Saint-Laurent-de-Mure,0.51
city,temp
Saint-Laurent-de-la-Salanque,13.53
city,temp
Saint-Laurent-de-la-Salanque,13.51
city,temp
Saint-Laurent-de-la-Prée,2.06
city,temp
Saint-Laurent-de-la-Prée,2.05
city,temp
Saint-Laurent-de-la-Plaine,5.18
city,temp
Saint-Laurent-de-Chamousset,-0.89
city,temp
Saint-Laurent-de-Chamousset,-1.07
city,temp
Saint-Laurent-de-Cerdans,10.06
city,temp
Sant Llorenç de Cerdans,10.23
city,temp
Saint-Laurent-de-Brèvedent,6.7
city,temp
Saint-Laurent-de-Brévedent,6.73
city,temp
Saint-Laurent-Blangy,6.05
city,temp
Saint-Laurent-Blangy,5.99
city,temp
Saint-Laurent,5.92
city,temp
Saint-Lattier,3.11
city,temp
Saint-Lattier,3.01
city,temp
Saint-Lary-Soulan,13.2
city,temp
Saint-Lary-Soulan,13.2
city,temp
Saint-Lambert-la-Potherie,5.42
city,temp
Saint-Lambert-la-Potherie,5.41
city,temp
Val-du-Layon,5.27
city,temp
Saint-Lambert-du-Lattay,5.22
city,temp
Saint-Just-Saint-Rambert,1.04
city,temp
Saint-Just-Saint-Rambert,1.04
city,temp
Saint-Just-Sauvage,3.83
city,temp
Saint-Just-Sauvage,3.83
city,temp
Saint-Just-le-Martel,10.44
city,temp
Saint-Just-le-Martel,10.35
city,temp
Saint-Just-la-Pendue,0.13
city,temp
Saint-Just-la-Pendue,-0.27
city,temp
Saint-Just-en-Chevalet,-2.57
city,temp
Saint-Just-en-Chevalet,-2.19
city,temp
Saint-Just-de-Claix,4.11
city,temp
Saint-Just-de-Claix,5.06
city,temp
Saint-Just-Chaleyssin,1.01
city,temp
Saint-Just-Chaleyssin,1
city,temp
La Chapelle-Longueville,6.48
city,temp
Saint-Just,6.41
city,temp
Saint-Just,7.03
city,temp
Saint-Just,6.97
city,temp
Saint-Just-Luzac,2.03
city,temp
Saint-Just-Luzac,2.05
city,temp
Saint-Just-d'Ardèche,7.75
city,temp
Saint-Just-d'Ardèche,7.89
city,temp
Saint-Just,11.31
city,temp
Saint-Just,11.29
city,temp
Saint-Junien,10.98
city,temp
Saint-Junien,10.83
city,temp
Saint-Julien-Molin-Molette,-0.48
city,temp
Saint-Julien-Molin-Molette,-0.48
city,temp
Saint-Julien-les-Villas,3.01
city,temp
Saint-Julien-les-Villas,3.02
city,temp
Saint-Julien-lès-Metz,4.74
city,temp
Saint-Julien-lès-Metz,4.54
city,temp
Saint-Julien-en-Saint-Alban,3.16
city,temp
Saint-Julien-en-Saint-Alban,3.16
city,temp
Saint-Julien-en-Genevois,1.46
city,temp
Saint-Julien-en-Genevois,1.46
city,temp
Saint-Julien-du-Sault,3.91
city,temp
Saint-Julien-du-Sault,3.84
city,temp
Saint-Julien-les-Rosiers,8.16
city,temp
Saint-Julien-les-Rosiers,8.19
city,temp
Saint-Julien-des-Landes,4.2
city,temp
Saint-Julien-des-Landes,4.2
city,temp
Saint-Julien-de-Concelles,5.46
city,temp
Saint-Julien-de-Concelles,5.46
city,temp
Saint-Julien,5
city,temp
Saint-Julien,4.96
city,temp
Saint-Julien,2.85
city,temp
Saint-Julien,2.86
city,temp
Saint-Julien,9.92
city,temp
Saint-Julien,10.56
city,temp
Saint-Juéry,12.42
city,temp
Saint-Juéry,12.22
city,temp
Saint-Jouvent,10.52
city,temp
Saint-Jouvent,10.46
city,temp
Saint-Jouin-Bruneval,6.61
city,temp
Saint-Jouin-Bruneval,6.58
city,temp
Saint-Jouan-des-Guérets,6.98
city,temp
Saint-Jouan-des-Guérets,6.87
city,temp
Saint-Josse,6.76
city,temp
Saint-Josse,6.81
city,temp
Saint-Joseph-de-Rivière,3.02
city,temp
Saint-Joseph-de-Rivière,3.06
city,temp
Saint-Joseph,0.6
city,temp
Saint-Joseph,0.4
city,temp
Saint-Jory,13.74
city,temp
Saint-Jory,13.73
city,temp
Saint-Jorioz,1.98
city,temp
Saint-Jorioz,1.98
city,temp
Saint-Joachim,7.13
city,temp
Saint-Joachim,7.13
city,temp
Saint-Jeoire,1.05
city,temp
Saint-Jeoire,1.05
city,temp
Saint-Jean-sur-Veyle,1.84
city,temp
Saint-Jean-sur-Veyle,1.86
city,temp
Saint-Jean-sur-Mayenne,6.27
city,temp
Saint-Jean-sur-Mayenne,6.16
city,temp
Rives-du-Couesnon,7.35
city,temp
Saint-Jean-sur-Couesnon,7.38
city,temp
Saint-Jean-Pla-de-Corts,13.23
city,temp
Sant Joan de Pladecorts,13.24
city,temp
Saint-Jean-Pied-de-Port,13.41
city,temp
Saint-Jean-Pied-de-Port,13.41
city,temp
Saint-Jeannet,11.53
city,temp
Saint-Jean-le-Vieux,0.98
city,temp
Saint-Jean-les-Deux-Jumeaux,5.18
city,temp
Saint-Jean-les-Deux-Jumeaux,5.15
city,temp
Saint-Jean-le-Blanc,4.07
city,temp
Saint-Jean-le-Blanc,4.16
city,temp
Saint-Jean-la-Poterie,6.89
city,temp
Saint-Jean-la-Poterie,7.01
city,temp
Saint-Jean-en-Royans,3.46
city,temp
Saint-Jean-en-Royans,3.35
city,temp
Saint-Jean-du-Gard,10.02
city,temp
Saint-Jean-du-Gard,10.19
city,temp
Saint-Jean-du-Falga,11.13
city,temp
Saint-Jean-du-Falga,11.02
city,temp
Saint-Jean-du-Cardonnay,6.49
city,temp
Saint-Jean-du-Cardonnay,6.54
city,temp
Saint Jean de Védas,11.03
city,temp
Saint-Jean-de-Védas,11.04
city,temp
Saint-Jean-de-Thouars,3.68
city,temp
Saint-Jean-de-Thouars,3.55
city,temp
Saint-Jean-de-Soudain,2.3
city,temp
Saint-Jean-de-Soudain,1.93
city,temp
Saint-Jean-des-Mauvrets,5.42
city,temp
Saint-Jean-des-Mauvrets,5.42
city,temp
Saint-Jean-de-Sixt,-1.12
city,temp
Saint-Jean-de-Sixt,-1.34
city,temp
Saint-Jean-de-Sauves,1.2
city,temp
Saint-Jean-de-Sauves,1.23
city,temp
Saint-Jean-de-Niost,0.91
city,temp
Saint-Jean-de-Niost,0.74
city,temp
Saint-Jean-de-Muzols,3.26
city,temp
Saint-Jean-de-Muzols,3.21
city,temp
Saint-Jean-de-Monts,6.01
city,temp
Saint-Jean-de-Monts,6.45
city,temp
Saint-Jean-de-Moirans,4.53
city,temp
Saint-Jean-de-Moirans,4.36
city,temp
Saint-Jean-de-Maurienne,3.72
city,temp
Saint-Jean-de-Maurienne,3.72
city,temp
Saint-Jean-de-Luz,13.96
city,temp
Saint-Jean-de-Losne,3.21
city,temp
Saint-Jean-de-Liversay,2.05
city,temp
Saint-Jean-de-Gonville,0.92
city,temp
Saint-Jean-de-Gonville,1.12
city,temp
Saint-Jean-de-Fos,10.22
city,temp
Saint-Jean-de-Fos,10.23
city,temp
Saint-Jean-de-Bournay,0.65
city,temp
Saint-Jean-de-Bournay,0.88
city,temp
Saint-Jean-de-Boiseau,5.78
city,temp
Saint-Jean-de-Boiseau,5.69
city,temp
Saint-Jean-d'Angély,1.87
city,temp
Saint-Jean-d'Angély,1.87
city,temp
Saint-Jean-Cap-Ferrat,13.37
city,temp
Saint-Jean-Cap-Ferrat,13.52
city,temp
Saint-Jean-Brévelay,6.83
city,temp
Saint-Jean-Brévelay,6.72
city,temp
Saint-Jean-Bonnefonds,0.09
city,temp
Saint-Jean-Bonnefonds,-0.1
city,temp
Brigné,5.08
city,temp
Saint-Jean,4.98
city,temp
Saint-Jean,13.2
city,temp
Saint-Jean,13.24
city,temp
Saint-Jans-Cappel,6.35
city,temp
Saint-Jans-Cappel,6.36
city,temp
Saint-James,6.7
city,temp
Saint-James,6.7
city,temp
Saint-Jacut-les-Pins,7
city,temp
Saint-Jacut-les-Pins,6.93
city,temp
Saint-Jacques-sur-Darnétal,6.37
city,temp
Saint-Jacques-sur-Darnétal,6.32
city,temp
Saint-Ismier,4.8
city,temp
Saint-Ismier,4.84
city,temp
Saint-Hippolyte-du-Fort,9.58
city,temp
Saint-Hippolyte-du-Fort,10.29
city,temp
Saint-Hippolyte,0.61
city,temp
Saint-Hippolyte,0.61
city,temp
Saint-Hippolyte,1.26
city,temp
Saint-Hippolyte,1.67
city,temp
Saint-Hippolyte,2.09
city,temp
Saint-Hippolyte,2.08
city,temp
Saint-Hippolyte,13.51
city,temp
Saint-Hippolyte,13.52
city,temp
Saint-Hilaire-Saint-Mesmin,4.18
city,temp
Saint-Hilaire-Saint-Mesmin,4.19
city,temp
Saint-Hilaire-lez-Cambrai,5.09
city,temp
Saint-Hilaire-lez-Cambrai,5.04
city,temp
Saint-Hilaire-la-Palud,2.06
city,temp
Saint-Hilaire-la-Palud,2.08
city,temp
Saint-Hilaire-du-Rosier,3.45
city,temp
Saint-Hilaire-du-Rosier,3.46
city,temp
Saint-Hilaire-de-Villefranche,1.86
city,temp
Saint-Hilaire-de-Villefranche,1.88
city,temp
Talmont-Saint-Hilaire,4.51
city,temp
Saint-Hilaire-de-Talmont,4.46
city,temp
Saint-Hilaire-des-Loges,1.88
city,temp
Saint-Hilaire-des-Loges,1.82
city,temp
Saint-Hilaire-de-Riez,4.78
city,temp
Saint-Hilaire-de-Riez,4.79
city,temp
Saint-Hilaire-de-Loulay,4.81
city,temp
Saint-Hilaire-de-Loulay,4.81
city,temp
Saint-Hilaire-de-la-Côte,2.41
city,temp
Saint-Hilaire-de-Clisson,4.98
city,temp
Saint-Hilaire-de-Clisson,4.93
city,temp
Saint-Hilaire-de-Chaléons,6.07
city,temp
Saint-Hilaire-de-Chaléons,6.07
city,temp
Saint-Hilaire-de-Brethmas,9.04
city,temp
Saint-Hilaire-de-Brethmas,9.18
city,temp
Plateau-des-Petites-Roches,1
city,temp
Saint-Hilaire,1
city,temp
Saint-Hilaire,11.77
city,temp
Vair-sur-Loire,5.24
city,temp
Saint-Herblon,5.24
city,temp
Saint-Hélen,6.85
city,temp
Saint-Hélen,6.76
city,temp
Saint-Héand,-1.01
city,temp
Saint-Héand,-1.01
city,temp
Saint-Grégoire,7.4
city,temp
Saint-Grégoire,7.37
city,temp
Saint-Gonnery,5.52
city,temp
Saint-Gonnery,5.55
city,temp
Saint-Gobain,4.82
city,temp
Saint-Gobain,4.6
city,temp
Saint-Gilles-Croix-de-Vie,4.6
city,temp
Saint-Gilles-Croix-de-Vie,4.6
city,temp
Saint-Gilles,7.28
city,temp
Saint-Gilles,7.28
city,temp
Saint-Gildas-des-Bois,6.92
city,temp
Saint-Gildas-des-Bois,6.92
city,temp
Saint-Gildas-de-Rhuys,7.84
city,temp
Saint-Gildas-de-Rhuys,7.82
city,temp
Saint-Gervasy,8.83
city,temp
Saint-Gervasy,9.1
city,temp
Saint-Gervais-les-Trois-Clochers,1.06
city,temp
Saint-Gervais-les-Trois-Clochers,1.21
city,temp
Saint-Gervais-les-Bains,3.93
city,temp
Saint-Gervais-les-Bains,5.03
city,temp
Saint-Gervais-la-Forêt,4.33
city,temp
Saint-Gervais-la-Forêt,4.31
city,temp
Saint-Gervais-en-Belin,5.04
city,temp
Saint-Gervais-en-Belin,5
city,temp
Saint-Gervais,6.36
city,temp
Saint-Gervais,6.29
city,temp
Saint-Gervais,10.91
city,temp
Saint-Gervais,10.92
city,temp
Saint-Germer-de-Fly,5.07
city,temp
Saint-Germer-de-Fly,5.19
city,temp
Saint-Germain-Village,7.09
city,temp
Saint-Germain-Village,7.15
city,temp
Saint-Germain-sur-Morin,5.37
city,temp
Saint-Germain-sur-Morin,5.37
city,temp
Saint-Germain-sur-Moine,4.72
city,temp
Saint-Germain-sur-Moine,4.76
city,temp
Saint-Germain-Nuelles,0.43
city,temp
Saint-Germain-Nuelles,0.35
city,temp
Saint-Germain-sur-Avre,5.7
city,temp
Saint-Germain-sur-Avre,5.69
city,temp
Saint-Germain-Lespinasse,0.68
city,temp
Saint-Germain-Lespinasse,0.67
city,temp
Saint-Germain-lès-Corbeil,5.31
city,temp
Saint-Germain-lès-Corbeil,5.09
city,temp
Saint-Germain-les-Belles,9.06
city,temp
Saint-Germain-les-Belles,9.11
city,temp
Saint-Germain-lès-Arpajon,5.17
city,temp
Saint-Germain-lès-Arpajon,5.34
city,temp
Saint-Germain-Laval,4.51
city,temp
Saint-Germain-Laval,4.65
city,temp
Saint-Germain-Laval,0.77
city,temp
Saint-Germain-Laval,0.72
city,temp
Saint-Germain-en-Coglès,6.67
city,temp
Saint-Germain-en-Coglès,6.92
city,temp
Saint-Germain-du-Plain,2.07
city,temp
Saint-Germain-du-Plain,1.91
city,temp
Saint-Germain-du-Bois,2.04
city,temp
Saint-Germain-du-Bois,2.03
city,temp
Saint-Germain-des-Prés,3.84
city,temp
Saint-Germain-des-Prés,3.73
city,temp
Saint-Germain-des-Prés,5.52
city,temp
Saint-Germain-des-Prés,5.64
city,temp
Saint-Germain-de-Prinçay,4
city,temp
Saint-Germain-de-Prinçay,4.07
city,temp
Saint-Pierre-La-Noue,2.03
city,temp
Saint-Germain-de-Marencennes,2.03
city,temp
Saint-Germain-de-Lusignan,3.86
city,temp
Saint-Germain-de-Lusignan,3.83
city,temp
Saint-Germain,2.94
city,temp
Saint-Germain,2.98
city,temp
Saint-Germain,1.4
city,temp
Saint-Germain,1.29
city,temp
Saint-Géréon,5.35
city,temp
Saint-Géréon,5.34
city,temp
Saint-Georges-sur-Eure,5.23
city,temp
Saint-Georges-sur-Eure,5.24
city,temp
Saint Georges sur Cher,4.3
city,temp
Saint-Georges-sur-Cher,4.51
city,temp
Saint-Georges-sur-Baulche,3.4
city,temp
Saint-Georges-sur-Baulche,3.4
city,temp
Saint-Georges-sur-Allier,-3.08
city,temp
Saint-Georges-sur-Allier,-2.66
city,temp
Saint-Georges-les-Bains,2.8
city,temp
Saint-Georges-les-Bains,2.33
city,temp
Saint-Georges-lès-Baillargeaux,1.1
city,temp
Saint-Georges-lès-Baillargeaux,1.19
city,temp
Saint-Georges-Haute-Ville,0.6
city,temp
Saint-Georges-Haute-Ville,0.68
city,temp
Saint-Georges-du-Bois,5.88
city,temp
Saint-Georges-du-Bois,5.79
city,temp
Saint-Georges-du-Bois,1.8
city,temp
Saint-Georges-du-Bois,1.82
city,temp
Saint-Georges-des-Groseillers,6.01
city,temp
Saint-Georges-des-Groseillers,6.01
city,temp
Saint-Georges-des-Coteaux,1.82
city,temp
Saint-Georges-des-Coteaux,1.82
city,temp
Saint-Georges-de-Reneins,1.47
city,temp
Saint-Georges-de-Reneins,1.43
city,temp
Saint-Georges-de-Reintembault,6.78
city,temp
Saint-Georges-de-Reintembault,6.76
city,temp
Saint-Georges-de-Pointindoux,4.17
city,temp
Saint-Georges-de-Pointindoux,4.18
city,temp
Saint-Georges-de-Montaigu,4.54
city,temp
Saint-Georges-de-Montaigu,4.44
city,temp
Saint-Georges-de-Luzençon,12.29
city,temp
Saint-Georges-de-Luzençon,12.24
city,temp
Saint-Georges-de-Didonne,2.14
city,temp
Saint-Georges-de-Didonne,2.07
city,temp
Saint-Georges-de-Commiers,4.78
city,temp
Saint-Georges-de-Commiers,4.57
city,temp
Saint-Georges-Buttavent,5.56
city,temp
Saint-Georges-Buttavent,5.77
city,temp
Saint-Geoire-en-Valdaine,2.61
city,temp
Saint-Geoire-en-Valdaine,2.24
city,temp
Saint-Genix-les-Villages,3.27
city,temp
Saint-Genix-sur-Guiers,3.27
city,temp
Saint-Genis-les-Ollières,0.42
city,temp
Saint-Genis-les-Ollières,0.45
city,temp
Saint-Genis-de-Saintonge,3.7
city,temp
Saint-Genis-de-Saintonge,3.76
city,temp
Saint-Génis-des-Fontaines,13.26
city,temp
Saint-Génis-des-Fontaines,13.28
city,temp
Saint-Geniès-des-Mourgues,10.96
city,temp
Saint-Geniès-des-Mourgues,11.03
city,temp
Saint-Geniès-de-Malgoirès,10.09
city,temp
Saint-Geniès-de-Malgoirès,10.09
city,temp
Saint-Geniès-de-Comolas,7.95
city,temp
Saint-Geniès-de-Comolas,7.81
city,temp
Saint-Geniès-Bellevue,13.25
city,temp
Saint-Geniès-Bellevue,13.28
city,temp
Saint-Gengoux-le-National,1.49
city,temp
Saint-Gengoux-le-National,1.51
city,temp
Saint-Genest-Malifaux,-2.69
city,temp
Saint-Genest-Malifaux,-2.82
city,temp
Saint-Genest-Lerpt,-0.27
city,temp
Saint-Genest-Lerpt,-0.18
city,temp
Saint-Gence,10.56
city,temp
Saint-Gence,10.59
city,temp
Saint-Gély-du-Fesc,10.36
city,temp
Saint-Gély-du-Fesc,10.6
city,temp
Saint-Gelais,1.55
city,temp
Saint-Gelais,1.41
city,temp
Saint-Gaultier,2.31
city,temp
Saint-Gaultier,2.33
city,temp
Saint-Gaudens,10.27
city,temp
Saint-Galmier,0.78
city,temp
Saint-Fulgent,4.09
city,temp
Saint-François,1
city,temp
Arrondissement de Château-Gontier,6.18
city,temp
Saint-Fort,5.85
city,temp
Saint-Fort,5.81
city,temp
Saint-Forgeux,-0.25
city,temp
Saint-Forgeux,0.39
city,temp
Saint-Folquin,6.48
city,temp
Saint-Folquin,6.48
city,temp
Saint-Flour,11.44
city,temp
Saint-Flour,11.4
city,temp
Saint-Florent-sur-Auzonnet,6.61
city,temp
Saint-Florent-le-Vieil,5.53
city,temp
Saint-Florentin,3.04
city,temp
Saint-Florentin,2.9
